task_code	cond_code	n_rep	task_name	cond_name	instruction	common	names	cond_num	sess	cond	cortical_act	cerebellar_act	dataset
rsvpLanguage	pseudowordlist	6.0	RSVPLanguage	pseudoword_list			rsvpLanguage_pseudowordlist	5	ses-rsvplanguage	rsvpLanguage_pseudowordlist	-0.039998792985125355	-0.04993217093838065	IBC
rsvpLanguage	simplesentence	6.0	RSVPLanguage	simple_sentence			rsvpLanguage_simplesentence	6	ses-rsvplanguage	rsvpLanguage_simplesentence	-0.03959179218430672	-0.052680581641077646	IBC
rsvpLanguage	wordlist	6.0	RSVPLanguage	word_list			rsvpLanguage_wordlist	7	ses-rsvplanguage	rsvpLanguage_wordlist	-0.02680660614916377	-0.044833999620196005	IBC
spatialnavigation	control	7.0	SpatialNavigation	control			spatialnavigation_control	1	ses-spatialnavigation	spatialnavigation_control	0.03235439086185955	0.005426480432720155	IBC
spatialnavigation	experimental	7.0	SpatialNavigation	experimental			spatialnavigation_experimental	2	ses-spatialnavigation	spatialnavigation_experimental	0.04275996991096105	0.020528891786532295	IBC
spatialnavigation	intersection	7.0	SpatialNavigation	intersection			spatialnavigation_intersection	3	ses-spatialnavigation	spatialnavigation_intersection	0.032488827901967346	0.01881077561468938	IBC
spatialnavigation	navigation	7.0	SpatialNavigation	navigation			spatialnavigation_navigation	4	ses-spatialnavigation	spatialnavigation_navigation	0.03445259908206767	0.01438118275232648	IBC
spatialnavigation	pointingcontrol	7.0	SpatialNavigation	pointing_control			spatialnavigation_pointingcontrol	5	ses-spatialnavigation	spatialnavigation_pointingcontrol	0.048843283172558	0.04473109827069116	IBC
spatialnavigation	pointingexperimental	7.0	SpatialNavigation	pointing_experimental			spatialnavigation_pointingexperimental	6	ses-spatialnavigation	spatialnavigation_pointingexperimental	0.041570901407679654	0.048526258752661366	IBC
TheoryOfMind	belief	2.0	TheoryOfMind	belief			TheoryOfMind_belief	1	ses-tom	TheoryOfMind_belief	0.03750649310703583	0.02435170664078057	IBC
TheoryOfMind	photo	2.0	TheoryOfMind	photo			TheoryOfMind_photo	2	ses-tom	TheoryOfMind_photo	0.029542162240567413	0.016719080966775303	IBC
emotionalpain	emotionalpain	2.0	EmotionalPain	emotional_pain			emotionalpain_emotionalpain	3	ses-tom	emotionalpain_emotionalpain	0.036008373146717655	0.023321049194698906	IBC
emotionalpain	physicalpain	2.0	EmotionalPain	physical_pain			emotionalpain_physicalpain	4	ses-tom	emotionalpain_physicalpain	0.03348767302647432	0.018115011074162274	IBC
painmovie	mental	2.0	PainMovie	mental			painmovie_mental	5	ses-tom	painmovie_mental	0.005222854471336293	0.0016339979068618106	IBC
painmovie	pain	2.0	PainMovie	pain			painmovie_pain	6	ses-tom	painmovie_pain	0.0011785895631896562	0.002445452416687566	IBC
dmndnbck	e_face	4.0	n_back	nback_E_face			dmndnbck_e_face	1	ses-01	dmndnbck_e_face	0.03532631678645634	0.011062019677359664	Demand
dmndnbck	e_house	4.0	n_back	nback_E_house			dmndnbck_e_house	2	ses-01	dmndnbck_e_house	0.05677271896049454	0.01040872382051652	Demand
dmndnbck	h_face	4.0	n_back	nback_H_face			dmndnbck_h_face	3	ses-01	dmndnbck_h_face	0.05931926286473512	0.042689026995129116	Demand
dmndnbck	h_house	4.0	n_back	nback_H_house			dmndnbck_h_house	4	ses-01	dmndnbck_h_house	0.0672182212112109	0.03752142515555083	Demand
dmndswitch	e_face	4.0	switch	switch_E_face			dmndswitch_e_face	5	ses-01	dmndswitch_e_face	0.026483340878350303	0.0026315396749399325	Demand
dmndswitch	e_house	4.0	switch	switch_E_house			dmndswitch_e_house	6	ses-01	dmndswitch_e_house	0.05299961419444174	0.004648679882236925	Demand
dmndswitch	h_face	4.0	switch	switch_H_face			dmndswitch_h_face	7	ses-01	dmndswitch_h_face	0.08160581897626386	0.04312596666757255	Demand
dmndswitch	h_house	4.0	switch	switch_H_house			dmndswitch_h_house	8	ses-01	dmndswitch_h_house	0.09781916093631499	0.04008658475036524	Demand
dmndstop	e_face	4.0	stop	stop_E_face			dmndstop_e_face	9	ses-01	dmndstop_e_face	0.03129363128056591	0.007579557885563146	Demand
dmndstop	e_house	4.0	stop	stop_E_house			dmndstop_e_house	10	ses-01	dmndstop_e_house	0.0465544128683518	0.005596045045278716	Demand
dmndstop	h_face	4.0	stop	stop_H_face			dmndstop_h_face	11	ses-01	dmndstop_h_face	0.07451679245830978	0.032366795269930256	Demand
dmndstop	h_house	4.0	stop	stop_H_house			dmndstop_h_house	12	ses-01	dmndstop_h_house	0.0922394698625705	0.03449168653499225	Demand
hcpemotion	faces	2.0	EMOTION	FACES			hcpemotion_faces	1	ses-task	hcpemotion_faces	0.05579308952891873	0.02241169471819631	HCPur100
hcpemotion	shapes	2.0	EMOTION	SHAPES			hcpemotion_shapes	2	ses-task	hcpemotion_shapes	0.04026935824477496	0.02702052544872465	HCPur100
hcpgamble	punish	2.0	GAMBLING	PUNISH			hcpgamble_punish	3	ses-task	hcpgamble_punish	0.03269291242051493	0.02737786945713819	HCPur100
hcpgamble	reward	2.0	GAMBLING	REWARD			hcpgamble_reward	4	ses-task	hcpgamble_reward	0.048167013552563774	0.042504623551455775	HCPur100
hcplanguage	math	2.0	LANGUAGE	MATH			hcplanguage_math	5	ses-task	hcplanguage_math	-0.07308176955754873	-0.0212098436300638	HCPur100
hcplanguage	story	2.0	LANGUAGE	STORY			hcplanguage_story	6	ses-task	hcplanguage_story	-0.09847156012878741	-0.06021069132697285	HCPur100
motor	cue	2.0	MOTOR	CUE			motor_cue	7	ses-task	motor_cue	0.19207687208309185	0.06399872475525568	HCPur100
motor	lfoot	2.0	MOTOR	LF			motor_lfoot	8	ses-task	motor_lfoot	0.036723942081188905	0.03200888493727823	HCPur100
motor	lhand	2.0	MOTOR	LH			motor_lhand	9	ses-task	motor_lhand	-0.01577562475483825	0.003249553736694584	HCPur100
motor	rfoot	2.0	MOTOR	RF			motor_rfoot	10	ses-task	motor_rfoot	0.014742638952138294	0.023150430709832637	HCPur100
motor	rhand	2.0	MOTOR	RH			motor_rhand	11	ses-task	motor_rhand	0.015969487454131646	0.023117395752058307	HCPur100
motor	tongue	2.0	MOTOR	T			motor_tongue	12	ses-task	motor_tongue	0.03232679918483668	-0.012027695624429903	HCPur100
hcprelation	match	2.0	RELATIONAL	MATCH			hcprelation_match	13	ses-task	hcprelation_match	0.08415102587343043	0.052838878811907096	HCPur100
hcprelation	rel	2.0	RELATIONAL	REL			hcprelation_rel	14	ses-task	hcprelation_rel	0.07428720476507585	0.049700858682355416	HCPur100
hcpsocial	random	2.0	SOCIAL	RANDOM			hcpsocial_random	15	ses-task	hcpsocial_random	0.11251785216799616	0.045551672994841266	HCPur100
hcpsocial	tom	2.0	SOCIAL	TOM			hcpsocial_tom	16	ses-task	hcpsocial_tom	0.11478241392024469	0.055193913174307066	HCPur100
hcpwm	2bckbody	2.0	WM	2BK_BODY			hcpwm_2bckbody	17	ses-task	hcpwm_2bckbody	0.06801439544929667	0.0530729440906804	HCPur100
hcpwm	2bckface	2.0	WM	2BK_FACE			hcpwm_2bckface	18	ses-task	hcpwm_2bckface	0.037159096707429236	0.04372552876873377	HCPur100
hcpwm	2bckplace	2.0	WM	2BK_PLACE			hcpwm_2bckplace	19	ses-task	hcpwm_2bckplace	0.06470980824887632	0.05136558109051391	HCPur100
hcpwm	2bcktool	2.0	WM	2BK_TOOL			hcpwm_2bcktool	20	ses-task	hcpwm_2bcktool	0.051179632687118067	0.04297696304362605	HCPur100
hcpwm	0bckbody	2.0	WM	0BK_BODY			hcpwm_0bckbody	21	ses-task	hcpwm_0bckbody	0.07146663388369058	0.042618957730136235	HCPur100
hcpwm	0bckface	2.0	WM	0BK_FACE			hcpwm_0bckface	22	ses-task	hcpwm_0bckface	0.04985585644106578	0.02436204647722066	HCPur100
hcpwm	0bckplace	2.0	WM	0BK_PLACE			hcpwm_0bckplace	23	ses-task	hcpwm_0bckplace	0.04233426612666049	0.01455960445885547	HCPur100
hcpwm	0bcktool	2.0	WM	0BK_TOOL			hcpwm_0bcktool	24	ses-task	hcpwm_0bcktool	0.05153647016764181	0.027132387746691914	HCPur100
animal	photo	12.0	AnimalPhoto				animal_photo	1	ses-01	animal_photo	-0.07871157699193751	-0.015940930180649807	Nishimoto
animal	voice	12.0	AnimalVoice				animal_voice	2	ses-01	animal_voice	-0.05208893754967013	0.020480823292563947	Nishimoto
calc	easy	12.0	CalcEasy				calc_easy	3	ses-01	calc_easy	-0.06800641570964788	0.010365098919334589	Nishimoto
calc	hard	12.0	CalcHard				calc_hard	4	ses-01	calc_hard	-0.01884883544867942	0.05209790674537809	Nishimoto
categoryfluency	task	12.0	CategoryFluency				categoryfluency_task	5	ses-01	categoryfluency_task	-0.024451915604523082	0.020363490445393404	Nishimoto
clock	task	12.0	Clock				clock_task	6	ses-01	clock_task	-0.046860928170723896	0.01257263115806852	Nishimoto
comparepeople	task	12.0	ComparePeople				comparepeople_task	7	ses-01	comparepeople_task	-0.0846563752430376	-0.003981821681601942	Nishimoto
count	dot	12.0	CountDot				count_dot	8	ses-01	count_dot	-0.049740102879749955	0.019500823848180443	Nishimoto
count	tone	12.0	CountTone				count_tone	9	ses-01	count_tone	-0.05743006344920572	0.004312336282191376	Nishimoto
countrymap	task	12.0	CountryMap				countrymap_task	10	ses-01	countrymap_task	-0.04270473024165417	0.036747804800618226	Nishimoto
daily	photo	12.0	DailyPhoto				daily_photo	11	ses-01	daily_photo	-0.03415626717155693	0.01668169834920169	Nishimoto
daily	sound	12.0	DailySound				daily_sound	12	ses-01	daily_sound	-0.08465922860333841	-0.004354571764681965	Nishimoto
decide	food	12.0	DecideFood				decide_food	13	ses-01	decide_food	-0.06581788919099373	0.0002687601117761403	Nishimoto
decide	people	12.0	DecidePeople				decide_people	14	ses-01	decide_people	-0.06098332841829508	-0.01850755799335993	Nishimoto
decide	present	12.0	DecidePresent				decide_present	15	ses-01	decide_present	-0.0935850190205929	-0.02614954766095885	Nishimoto
decide	shopping	12.0	DecideShopping				decide_shopping	16	ses-01	decide_shopping	-0.04270819316336224	0.005230913890174194	Nishimoto
detect	color	12.0	DetectColor				detect_color	17	ses-01	detect_color	-0.06329069824553565	-0.00817105588313928	Nishimoto
detect	difference	12.0	DetectDifference				detect_difference	18	ses-01	detect_difference	-0.029760141845741557	0.027185351629182435	Nishimoto
detect	targetmov	12.0	DetectTargetMov				detect_targetmov	19	ses-01	detect_targetmov	-0.03523559756291649	-0.016243953589673666	Nishimoto
detect	targetpic	12.0	DetectTargetPic				detect_targetpic	20	ses-01	detect_targetpic	-0.03949475124823179	0.004527997222714569	Nishimoto
domesitic	name	12.0	DomesiticName				domesitic_name	21	ses-01	domesitic_name	-0.06466347909015639	-0.013315603868084613	Nishimoto
domesitic	place	12.0	DomesiticPlace				domesitic_place	22	ses-01	domesitic_place	-0.01455795887296608	0.047723571467525885	Nishimoto
emotion	face	12.0	EmotionFace				emotion_face	23	ses-01	emotion_face	-0.05762212163416918	-0.017813651662721672	Nishimoto
emotion	voice	12.0	EmotionVoice				emotion_voice	24	ses-01	emotion_voice	-0.12136901123940501	-0.029011824036885455	Nishimoto
eyeblink	task	12.0	EyeBlink				eyeblink_task	25	ses-01	eyeblink_task	-0.09281495542583858	-0.02730489618296225	Nishimoto
eyemove	easy	12.0	EyeMoveEasy				eyemove_easy	26	ses-01	eyemove_easy	-0.0311661764751994	0.011402211816685413	Nishimoto
eyemove	hard	12.0	EyeMoveHard				eyemove_hard	27	ses-01	eyemove_hard	-0.067485540894069	-0.011605140444823681	Nishimoto
feedbackpos	task	12.0	FeedbackPos				feedbackpos_task	28	ses-01	feedbackpos_task	-0.05846266651289397	0.021943462074355657	Nishimoto
flag	task	12.0	Flag				flag_task	29	ses-01	flag_task	-0.05631576599232979	0.029600896316645236	Nishimoto
foreign	listen	12.0	ForeignListen				foreign_listen	30	ses-01	foreign_listen	-0.0652357714910708	0.01693465987501903	Nishimoto
foreign	listenq	12.0	ForeignListenQ				foreign_listenq	31	ses-01	foreign_listenq	-0.19161773212323388	-0.05245816385099568	Nishimoto
foreign	read	12.0	ForeignRead				foreign_read	32	ses-01	foreign_read	-0.09621460972363481	-0.01957454615380153	Nishimoto
foreign	readq	12.0	ForeignReadQ				foreign_readq	33	ses-01	foreign_readq	-0.12915190149143035	-0.039076116969921255	Nishimoto
harmony	task	12.0	Harmony				harmony_task	34	ses-01	harmony_task	-0.057125803499684664	-0.010734057702128123	Nishimoto
imagine	future	12.0	ImagineFuture				imagine_future	35	ses-01	imagine_future	-0.07883675087578289	-0.021788618348109745	Nishimoto
imagine	elf	12.0	ImagineIf				imagine_elf	36	ses-01	imagine_elf	-0.06559858221650329	0.029951847682485686	Nishimoto
imagine	move	12.0	ImagineMove				imagine_move	37	ses-01	imagine_move	-0.08096366357241455	0.006580355907792733	Nishimoto
imagine	place	12.0	ImaginePlace				imagine_place	38	ses-01	imagine_place	-0.11026173391973626	-0.026814576373196907	Nishimoto
languagesound	task	12.0	LanguageSound				languagesound_task	39	ses-01	languagesound_task	-0.08174856156231144	-0.05333773970507116	Nishimoto
letterfluency	task	12.0	LetterFluency				letterfluency_task	40	ses-01	letterfluency_task	-0.040718236647558005	0.019980335930204166	Nishimoto
mapicon	task	12.0	MapIcon				mapicon_task	41	ses-01	mapicon_task	-0.09893962202596762	-0.04118416411417607	Nishimoto
match	digit	12.0	MatchDigit				match_digit	42	ses-01	match_digit	-0.04666031028477223	0.019056476441871296	Nishimoto
match	letter	12.0	MatchLetter				match_letter	43	ses-01	match_letter	-0.036999280888154594	0.012906566912645448	Nishimoto
match	nameeasy	12.0	MatchNameEasy				match_nameeasy	44	ses-01	match_nameeasy	0.01327738197243075	0.0400265481180673	Nishimoto
match	namehard	12.0	MatchNameHard				match_namehard	45	ses-01	match_namehard	0.0282541495603365	0.051865716852513115	Nishimoto
memory	digit	12.0	MemoryDigit				memory_digit	46	ses-01	memory_digit	-0.05842866305559039	0.02303180138273982	Nishimoto
memory	letter	12.0	MemoryLetter				memory_letter	47	ses-01	memory_letter	-0.09084608349457578	-0.01706503384790341	Nishimoto
memory	nameeasy	12.0	MemoryNameEasy				memory_nameeasy	48	ses-01	memory_nameeasy	-0.016434018276790568	0.03195271884393686	Nishimoto
memory	namehard	12.0	MemoryNameHard				memory_namehard	49	ses-01	memory_namehard	-0.025858235498314966	0.04969894036500718	Nishimoto
metaphor	task	12.0	Metaphor				metaphor_task	50	ses-01	metaphor_task	-0.055656340941523275	0.012817214831592521	Nishimoto
mirrorimage	task	12.0	MirrorImage				mirrorimage_task	51	ses-01	mirrorimage_task	-0.06385148787069478	-0.0030184843554591175	Nishimoto
money	task	12.0	Money				money_task	52	ses-01	money_task	-0.08196640738689182	-0.02383961695682271	Nishimoto
moral	impersonal	12.0	MoralImpersonal				moral_impersonal	53	ses-01	moral_impersonal	-0.09941724298018356	-0.017279868078597774	Nishimoto
moral	personal	12.0	MoralPersonal				moral_personal	54	ses-01	moral_personal	-0.04764586720405432	0.007043198423617626	Nishimoto
musiccategory	task	12.0	MusicCategory				musiccategory_task	55	ses-01	musiccategory_task	-0.020580693601103747	0.038102122740364154	Nishimoto
press	lr	12.0	PressLR				press_lr	56	ses-01	press_lr	-0.05653068629625518	0.024264764733312873	Nishimoto
press	left	12.0	PressLeft				press_left	57	ses-01	press_left	-0.044879741777876354	0.009026946522801659	Nishimoto
press	ordheasy	12.0	PressOrdEasy				press_ordheasy	58	ses-01	press_ordheasy	-0.02842636821317471	0.049823004956729366	Nishimoto
press	ordhard	12.0	PressOrdHard				press_ordhard	59	ses-01	press_ordhard	-0.05161306432530545	-0.015484599262222216	Nishimoto
press	right	12.0	PressRight				press_right	60	ses-01	press_right	-0.09707968025465476	-0.02899370508508277	Nishimoto
proplogic	task	12.0	PropLogic				proplogic_task	61	ses-01	proplogic_task	-0.05125042398446389	0.018059738043814267	Nishimoto
rate	beautymov	12.0	RateBeautyMov				rate_beautymov	62	ses-01	rate_beautymov	-0.05593972012933437	-0.004749444176632435	Nishimoto
rate	beautypic	12.0	RateBeautyPic				rate_beautypic	63	ses-01	rate_beautypic	-0.02669532600575191	0.022721583737820364	Nishimoto
rate	beautysound	12.0	RateBeautySound				rate_beautysound	64	ses-01	rate_beautysound	-0.0644162101693213	-0.009468400103298366	Nishimoto
rate	confidence	12.0	RateConfidence				rate_confidence	65	ses-01	rate_confidence	-0.11133095748789476	-0.027503262259388775	Nishimoto
rate	deliciousmov	12.0	RateDeliciousMov				rate_deliciousmov	66	ses-01	rate_deliciousmov	-0.040402604449348796	-0.01302753726121541	Nishimoto
rate	deliciouspic	12.0	RateDeliciousPic				rate_deliciouspic	67	ses-01	rate_deliciouspic	-0.06888509336957262	-0.029329068528668296	Nishimoto
rate	disgustmov	12.0	RateDisgustMov				rate_disgustmov	68	ses-01	rate_disgustmov	-0.04113637290988682	-0.02547671094044548	Nishimoto
rate	disgustpic	12.0	RateDisgustPic				rate_disgustpic	69	ses-01	rate_disgustpic	-0.10305772020094943	-0.02846068826714011	Nishimoto
rate	disgustsound	12.0	RateDisgustSound				rate_disgustsound	70	ses-01	rate_disgustsound	-0.05964669643107133	-0.019753314115755642	Nishimoto
rate	happymov	12.0	RateHappyMov				rate_happymov	71	ses-01	rate_happymov	0.005687707471015215	0.019604143050803487	Nishimoto
rate	happypic	12.0	RateHappyPic				rate_happypic	72	ses-01	rate_happypic	-0.04103721760377803	0.00112921636792517	Nishimoto
rate	noisy	12.0	RateNoisy				rate_noisy	73	ses-01	rate_noisy	-0.012676167755512422	0.009389086921197044	Nishimoto
rate	painfulmov	12.0	RatePainfulMov				rate_painfulmov	74	ses-01	rate_painfulmov	-0.03632093534451437	-0.004518166068748724	Nishimoto
rate	painfulpic	12.0	RatePainfulPic				rate_painfulpic	75	ses-01	rate_painfulpic	-0.05710685418852459	-0.00827178451314261	Nishimoto
rate	poem	12.0	RatePoem				rate_poem	76	ses-01	rate_poem	-0.05855886674560591	-0.0014670098708736104	Nishimoto
rate	sexymovf	12.0	RateSexyMovF				rate_sexymovf	77	ses-01	rate_sexymovf	-0.05045022541161668	-0.02121056023067662	Nishimoto
rate	sexymovm	12.0	RateSexyMovM				rate_sexymovm	78	ses-01	rate_sexymovm	-0.01803059718255217	0.023078399029123866	Nishimoto
rate	sexypicf	12.0	RateSexyPicF				rate_sexypicf	79	ses-01	rate_sexypicf	-0.1243400998413352	-0.017706164126213418	Nishimoto
rate	sexypicm	12.0	RateSexyPicM				rate_sexypicm	80	ses-01	rate_sexypicm	-0.0808025674485545	-0.029465894849828932	Nishimoto
rate	sleepy	12.0	RateSleepy				rate_sleepy	81	ses-01	rate_sleepy	-0.014962655969213782	0.009023862571491703	Nishimoto
rate	tired	12.0	RateTired				rate_tired	82	ses-01	rate_tired	-0.07365897941488553	0.0184680668899712	Nishimoto
recal	face	12.0	RecallFace				recal_face	83	ses-01	recal_face	-0.045893027738583676	0.022096023722061337	Nishimoto
recal	knowledge	12.0	RecallKnowledge				recal_knowledge	84	ses-01	recal_knowledge	-0.11191318117147064	-0.023127216276520094	Nishimoto
recal	past	12.0	RecallPast				recal_past	85	ses-01	recal_past	-0.04388397680254258	0.035647447451829906	Nishimoto
recal	talkeasy	12.0	RecallTaskEasy				recal_talkeasy	86	ses-01	recal_talkeasy	-0.08759231640360425	-0.006498078523489537	Nishimoto
recal	talkhard	12.0	RecallTaskHard				recal_talkhard	87	ses-01	recal_talkhard	-0.05321551160129119	0.02004950643058272	Nishimoto
recipe	task	12.0	Recipe				recipe_task	88	ses-01	recipe_task	-0.06192986438946484	-0.007654030522260461	Nishimoto
relationlogic	task	12.0	RelationLogic				relationlogic_task	89	ses-01	relationlogic_task	-0.0728204822399862	0.02853147582946612	Nishimoto
rest	close	12.0	RestClose				rest_close	90	ses-01	rest_close	-0.07249816286935051	0.0008139862142992098	Nishimoto
rest	open	12.0	RestOpen				rest_open	91	ses-01	rest_open	-0.07725661519996305	-0.01591615554625405	Nishimoto
rhythm	task	12.0	Rhythm				rhythm_task	92	ses-01	rhythm_task	-0.05531870834970391	0.0027051977811002196	Nishimoto
sarcasm	task	12.0	Sarcasm				sarcasm_task	93	ses-01	sarcasm_task	-0.06507832422034103	0.002617125074957966	Nishimoto
sound	left	12.0	SoundLeft				sound_left	94	ses-01	sound_left	-0.07757348517598146	-0.0055986850714439184	Nishimoto
sound	place	12.0	SoundPlace				sound_place	95	ses-01	sound_place	-0.0910900832199143	-0.005984089925563775	Nishimoto
sound	right	12.0	SoundRight				sound_right	96	ses-01	sound_right	-0.06118862942413826	-0.0021259467615594367	Nishimoto
statemap	task	12.0	StateMap				statemap_task	97	ses-01	statemap_task	-0.05665366228808715	-0.025593603888663184	Nishimoto
