train_dataset,subj_id,sc,v_g,v_s,v_m
MDTB,sub-02,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0311127754929539
MDTB,sub-03,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.9788158236662685
MDTB,sub-04,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.14987743353567
MDTB,sub-06,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.7572566176169031
MDTB,sub-08,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0220059970991036
MDTB,sub-09,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.9334232471278201
MDTB,sub-10,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.8459503320609487
MDTB,sub-12,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.9326543306421973
MDTB,sub-14,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.9866193714152156
MDTB,sub-15,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0256375983355854
MDTB,sub-17,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.8394493898635236
MDTB,sub-18,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.1410858461875992
MDTB,sub-19,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.8938130134324385
MDTB,sub-20,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0545947521784251
MDTB,sub-21,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.1532347716522895
MDTB,sub-22,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.8244794674885503
MDTB,sub-24,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0258340369028083
MDTB,sub-25,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.994117829725996
MDTB,sub-26,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.9655701007728754
MDTB,sub-27,0.0030953946279355807,0.036386417070718456,0.08990302838646905,0.9340579293561371
MDTB,sub-28,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0374853434865456
MDTB,sub-29,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0281282256841633
MDTB,sub-30,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.0199540181819948
MDTB,sub-31,0.0030953946279355807,0.036386417070718456,0.08990302838646905,1.1399511156845932
Language,sub-01,0.0023204226118340096,0.027938165454573918,0.1297589746151701,1.0494639145403803
Language,sub-02,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.9301032147307364
Language,sub-03,0.0023204226118340096,0.027938165454573918,0.1297589746151701,1.1859288126219525
Language,sub-04,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.8013566900067867
Language,sub-06,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.995216180478629
Language,sub-07,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.7568590080096428
Language,sub-08,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.848366777612289
Language,sub-09,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.9983189561048349
Language,sub-10,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.7637505438393589
Language,sub-12,0.0023204226118340096,0.027938165454573918,0.1297589746151701,1.1339734852437462
Language,sub-13,0.0023204226118340096,0.027938165454573918,0.1297589746151701,1.2767533349201643
Language,sub-14,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.9874659751334132
Language,sub-15,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.8578913696608625
Language,sub-16,0.0023204226118340096,0.027938165454573918,0.1297589746151701,1.4692361117657036
Language,sub-17,0.0023204226118340096,0.027938165454573918,0.1297589746151701,0.7587730781408617
Language,sub-18,0.0023204226118340096,0.027938165454573918,0.1297589746151701,1.3670580504762917
Language,sub-19,0.0023204226118340096,0.027938165454573918,0.1297589746151701,1.0095107381160504
Social,sub-03,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.2964327839366176
Social,sub-04,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.0041975667191563
Social,sub-05,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.1326645859146791
Social,sub-07,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.9771157105564735
Social,sub-08,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.9868009502072871
Social,sub-09,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.8727427452047899
Social,sub-10,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.0117520897202612
Social,sub-11,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.1386971975299687
Social,sub-12,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.9946724621987239
Social,sub-13,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.1212869107065342
Social,sub-14,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.007094466462246
Social,sub-16,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.085326520370715
Social,sub-17,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.9809363978182865
Social,sub-18,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.8895766517647349
Social,sub-19,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.7897936167011946
Social,sub-20,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.8138545176391584
Social,sub-21,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.021292791748423
Social,sub-22,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.0540201737021369
Social,sub-24,0.0017308103682668159,0.02106070708300092,0.1052012451836935,1.4251048805268767
Social,sub-25,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.7936360499650845
Social,sub-26,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.9871488684399116
Social,sub-27,0.0017308103682668159,0.02106070708300092,0.1052012451836935,0.9666740415268501
WMFS,sub-01,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.008105235378833
WMFS,sub-02,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.7790152695742876
WMFS,sub-03,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.3302503130211778
WMFS,sub-04,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.0593810684373914
WMFS,sub-05,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.070109704384245
WMFS,sub-06,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.9127850805771908
WMFS,sub-07,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.9849752725724533
WMFS,sub-08,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.9238064581269899
WMFS,sub-09,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.218780173768189
WMFS,sub-10,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.9712632263297741
WMFS,sub-11,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.7367402352347127
WMFS,sub-12,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.0699636131120702
WMFS,sub-13,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.0524015799714115
WMFS,sub-14,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.9753327069207675
WMFS,sub-15,0.0016396268740032354,0.03958178558055496,0.11010938214934872,0.7125270287329585
WMFS,sub-16,0.0016396268740032354,0.03958178558055496,0.11010938214934872,1.0138277210368363
Demand,sub-01,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.9267565077938001
Demand,sub-02,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.7002961004587206
Demand,sub-05,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.9010535837224322
Demand,sub-06,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8054559534154528
Demand,sub-07,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.011223931708404
Demand,sub-08,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.1536709375243657
Demand,sub-09,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8445909397954551
Demand,sub-10,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8480283018248064
Demand,sub-11,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.7965400986694798
Demand,sub-12,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.049597278974308
Demand,sub-15,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.1255007591665795
Demand,sub-16,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.0264676146141822
Demand,sub-17,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.1052487343086161
Demand,sub-19,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.7896674315218234
Demand,sub-20,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8905988356100997
Demand,sub-21,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.003646519413278
Demand,sub-24,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.9057941831932973
Demand,sub-25,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.2123193133879828
Demand,sub-26,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8973514933590093
Demand,sub-27,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.7998364554986994
Demand,sub-29,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.9336457707582516
Demand,sub-30,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.7206922044451706
Demand,sub-31,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8332860416793546
Demand,sub-34,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.7348579266457397
Demand,sub-35,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8975379271238787
Demand,sub-36,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8596270160885421
Demand,sub-37,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.9801644065850724
Demand,sub-38,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.7351273557051481
Demand,sub-39,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.9767039143258444
Demand,sub-41,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.9746442354050545
Demand,sub-43,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.099488444135423
Demand,sub-44,0.0021512968032333687,0.03824255418079198,0.12189813225043575,1.0706312940653424
Demand,sub-45,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.6346646128502663
Demand,sub-46,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.6323319093215074
Demand,sub-47,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8881626859955195
Demand,sub-48,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8598969151081356
Demand,sub-50,0.0021512968032333687,0.03824255418079198,0.12189813225043575,0.8752771227919324
Somatotopic,sub-01,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.33367302486258044
Somatotopic,sub-02,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.2476861888345172
Somatotopic,sub-03,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.21786440329804002
Somatotopic,sub-04,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.21444027592362325
Somatotopic,sub-05,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.16813132403071684
Somatotopic,sub-06,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.24755362334306674
Somatotopic,sub-07,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.31589491703067585
Somatotopic,sub-08,0.0014838662086931278,0.23311010439965132,0.35473073581097114,0.4017883965310285
Nishimoto,sub-01,0.001787990890531354,0.028439413931668146,0.09470686584070315,1.4003884581085093
Nishimoto,sub-02,0.001787990890531354,0.028439413931668146,0.09470686584070315,1.5117629587803385
Nishimoto,sub-03,0.001787990890531354,0.028439413931668146,0.09470686584070315,1.437560641218487
Nishimoto,sub-04,0.001787990890531354,0.028439413931668146,0.09470686584070315,1.3754867193195857
Nishimoto,sub-05,0.001787990890531354,0.028439413931668146,0.09470686584070315,1.2837551008876333
Nishimoto,sub-06,0.001787990890531354,0.028439413931668146,0.09470686584070315,1.349893244243032
IBC,sub-01,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.58283400906269
IBC,sub-04,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.5563817181952946
IBC,sub-05,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.7836002768111652
IBC,sub-06,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.782677635115112
IBC,sub-07,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.5417599913560815
IBC,sub-08,0.006395060457887701,0.007643777209700205,0.0203154229284418,0.9092916212641023
IBC,sub-09,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.6993834365179528
IBC,sub-11,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.7302420694837966
IBC,sub-12,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.6164517595790568
IBC,sub-13,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.8099061344562812
IBC,sub-14,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.8345763206004455
IBC,sub-15,0.006395060457887701,0.007643777209700205,0.0203154229284418,1.7493528837990568
